职位,企业名称,地区,薪资,要求
高级大数据工程师,成都卡莱博尔信息技术股份有限公司,成都,2.4-3.5万,岗位职责： 1. 负责大数据采集、存储、计算、分析等场景的通用架构设计和开发； 2. 负责流式数据的实时传递、清洗、转换和计算（实时统计、分析等）的设计和开发； 3. 负责大数据相关框架/工具/中间件的设计和开发； 4. 负责以上各种架构平台及相关基础技术组件的稳定性保障及源码级的bug修复； 5. 负责大数据相关解决方案的设计文档撰写。任职要求： 1. 本科以上学历，计算机相关专业； 2. 五年以上大数据平台相关开发及架构设计经验； 3. 深入使用Java，深入理解并熟练使用Java类库及框架，如多线程、并发处理、I/O与网络通讯； 4. 对Java虚拟机有较深了解，有运行态JVM分析及调优的实际经验； 5. 熟悉Linux系统，具备Shell、Python等脚本开发能力者优先； 6. 熟悉并使用过各种大数据相关框架或组件优先，如Kafka、Storm/JStorm、Hadoop/Spark、Hive、HBase、kylin、opentsdb、redis、flume等，具备源代码级问题解决和集群优化改造能力者优先； 7. 具备丰富的数据处理和数据仓库建模的项目实践经验者优先； 8. 具有良好的语言表达和文档撰写能力，学习能力强，喜欢研究开源新技术，有团队观念，具备独立解决问题的能力； 9. 有一年以上大数据团队带领经验优先。工作地址成都 - 高新区 - 天府软件园E区1栋10楼
大数据开发工程师,北京时空立方数字科技有限公司,广州,1-1.8万·13薪,职位描述：1. 参与网易游戏大数据中台数据开发工作，按照业务需求对数据进行处理与计算，为用户提供易用、高效、稳定的大数据中台服务；2. 使用不同的大数据组件和服务（Flink/Kafka等），为业务提供数据服务；3. 参与数据质量分析与保障，提升和完善数据服务稳定性和质量；职位要求：1. 本科及以上学历，计算机、信息系统等相关专业，具备2年以上大数据开发经验者优先；2. 熟悉常见大数据组件的使用，如Hadoop/Flink/Kafka等；3. 具有实时数据开发经验，数据中台建设或使用经验者优先；4. 逻辑思维清晰，擅于分析、归纳、解决问题，具有较强的抗压能力和团队合作意识。5. 责任心强，快速响应，主动沟通，推动协作解决问题，保持较高的用户满意度。
帆软开发,上海怡海软件技术有限公司,上海,1.2-1.8万,岗位职责：1、主要负责帆软FineReport报表开发，能够基于帆软报表进行二次开发，有开发经验；2、根据项目需求，进行数据可视化开发；3、对相关数据进行梳理、分析，搭建相关业务数据分析体系；4、运用帆软报表进行BI报表的开发与维护；5、负责数据平台的性能分析与系统优化。技能要求：1、熟悉帆软FineReport开发（必备），能够基于帆软报表进行二次开发、有1-3年开发经验；2、熟悉ETL工具Kettle、Informatica者优先；3、有上进心，对项目负责
数据开发工程师,广州市挖米科技有限责任公司,惠州,8千-1.5万,"岗位职责：1、负责数据处理工作，包括但不限于数据管理、数据处理执行、数据问题诊断，确保数据系统稳定运行；2、协助开发人员排查及处理数据方面的问题；3、协助部署人员更新文件及脚本；4、配合完成相关任务目标；5、完成上级交办的其他工作。任职资格：1、 本科及以上学历，计算机或数学相关专业；2、 对数据处理生产各环节流程均有了解,熟悉数据仓库,能独立分析设计或调整数据仓库以满足业务需求；3、熟悉或了解元数据管理、数据集成、数据挖掘、指标数据计算等任一数据环节；4、 对数据库(oracle或mysql等)有深入了解，熟悉调优数据库,能对数据库进行性能分析,部署集群；5、具备数据敏感性,有良好的逻辑思维,能协助改进数据生产流程；6、工作认真负责,行动力高,喜欢有难度的工作，能为公司发展提出有益的建议。此岗位工作地点在惠州市惠城区，介意者***"
大数据开发工程师,深圳市正浩创新科技股份有限公司,深圳,2-4万·15薪,工作职责：1. 负责大数据平台的基础环境搭建与性能优化；2. 负责大数据平台的多信息源数据采集，转换，存储，展示；3. 负责大数据平台各组件的线上问题排查，保障平台稳定运行。任职资格：1. 本科及以上学历，至少3年以上相关工作经验；2. 掌握Java/Scala其中至少一种，具备良好的面向对象和函数式编程思想，了解常用设计模式；3. 熟悉Hadoop、Hive、HBase、Spark、Flink、Kafka等常用组件的使用，了解至少一种组件的实现原理；4. 熟悉分布式系统的基本理论，有大数据平台的架构设计、开发和调试经验；5. 对时序数据库OpenTSDB、InfluxDB、Druid、Beringei等有使用和研究经验者优先；6. 具备良好的沟通及协调能力、团队合作、责任心。
数据安全专家,上汽通用五菱汽车股份有限公司,柳州,2-3万·14薪,岗位职责:1、负责数据安全领域的风险识别与挖掘，进行数据安全治理，整体制定数据安全治理框架及职能；2、负责公司数据的生命周期管理，数据安全体系建设，全生命周期安全评估（收集、传输、使用、存储、共享、销毁）；3、负责规划与搭建公司数据安全体系，包括数据安全管控与监测、数据安全平台建设等；4、负责解读法律法规、国家标准和监管政策，将公司的数据安全制度化流程化，靠技术管控手段落地管理要求；5、负责数据安全事件的响应；6、在公司范围内进行数据安全理念推广，宣导数据安全相关法规制度和进行培训，提高员工数据安全意识。任职资格:1、博士及以上学历， 数学、计算机等相关专业；2、具备至少1年数据安全相关工作经验，具有安全和大数据领域技术背景优先；2、熟悉hadoop、spark，常用大数据开发平台及各类数据库等；3、了解相应的数据安全体系建设，对车联网数据处理有基本认识；4、擅长跨团队、部门沟通和协作，善于思考，具备创新意识。
大数据开发工程师,日播时尚集团股份有限公司,上海,1-1.5万,1、参与零售全渠道数据中台的建构，负责数据仓库各层模型设计和ETL开发，建设企业级的数据资产及沉淀业务知识库；2、按照大数据平台开发流程和规范，在大数据平台上，完成数据建模落地，包括从ODS、DWD、DWS、DM等数仓各层的建设、数据产品业务指标开发等；3、根据分析师梳理的业务需求，负责日常运营报表和核心管报的数据层开发、迭代，保证数据及时、准确产出；4、紧跟业务变化，及时充分评估业务变化对线上数据模型和产品的影响；5、参与数据中台的日常运维，对任务异常和数据异常的On Call及时响应、跟进处理，并反馈进度给上下游；6、跟进公司内部业务发展动态，跟进行业发展方向和数据产品最新发展技术，积累新技术和新产品方向。任职要求：1、有较强的独立分析，解决问题能力；2、熟悉数据仓库分层架构和各类建模理论，参与过大型数据仓库设计、数据模型设计，有海量数据处理经验的优先考虑；3、熟悉Hive/Hadoop/Spark等分布式计算框架技术；有Java/Python/Shell等编程经验者优先；4、精通SQL，熟悉至少一种主流关系型数据库(Oracle/Mysql等)；5、有阿里云平台Dataworks/Dataphin开发经验者优先考虑；
Azure Data Dev Leader,苏州维莱科软件有限公司,上海,2-2.5万,"1、本科及以上学历，三年以上C#，Azure相关工作经验。2、熟悉Azure数据开发, 有数据治理概念，熟悉ETL和数据建模，有Azure?Data?Factory、Azure?Databricks?/?Spark、Power?BI使用经验 。3、了解数据处理流程，熟悉ELT，ELT，了解lambda，对database(和data warehouse)有较深理解和实际工作经验，熟悉sql，有数据库性能调优及系统性能优化经验优先。4、熟悉进销存、电商数据分析相关业务； 有消费者保健或医药行业经历更佳；?5、较好的需求管理和干系人期望管理能力，沟通好，主动性强。"
数据开发工程师（大平台、线上面）,中软国际科技服务有限公司,深圳,1.8-2.1万,岗位职责 1、负责大数据平台维护管理、性能优化、规范定制、技术预研及推广;2、参与大数据平台系统全链路监控设计及功能开发;3、负责协助项目组在集群作业过程中遇到的问题定位、方案研讨及开发;任职要求1 ***大学本科及以上计算机或相关专业毕业或同等学力，至少3年以上工作经验;2、熟悉大数据生态系统，具备集群管理经验，及Hadoop/Hive/Flink/Spark至少两种框架的项目开发经验;3、熟悉java/Python至少其中一门编程语言，理解常用的设计模式，对所用的开源技术能了解原理和运行机制;熟悉Spring、SpringMVCMyBatis等开源框架;4、熟悉Linux操作系统常用命令，能独立使用SHELL脚本编程优先考虑 5、熟悉微服务生态主流技术，熟知其应用场景、内部原理，并有相关实践经验，如SaringCloud、SnringRontDubhoX(加分项)6、具有良好的编程习惯 学习能力 英文阅读能力和抗压能力;(加分项)
大数据开发工程师,天翼物联科技有限公司,广州,1.5-2.5万,1、研究与跟踪大数据新技术发展方向，负责大数据技术平台建设及管理；2、负责大数据技术平台的应用技术方案设计、开发优化，不断创新，满足上层数据运营体系各项需求；3、参与应用分析系统的分析评估、开发实施以及优化，根据业务需求，提出技术解决方案；1.***专科学历，自驱动能力强；2、熟悉J2EE体系结构，熟悉Springboot、Hibenate，Mybatis等前后端技术框架，具有4年以上相关web项目编码经验；3.熟悉SOLSQL数据库，具有丰富的mysql数据开发经验；4.熟悉大数据架构体系，对Hadoop、HDFS、MapReduce2、Yarn、Hbase、Hive 、ES、spark、Kafka、Flume等组件架构、原理、适用场景有深刻理解，具有实际应用调优经验；5.对安全方向有了解优先，知道常见漏洞分析、网络攻击、安全认证、渗透测试、溯源跟踪；6.乐于沟通、积极进取、有团队精神
